id,loan_status
58645,1.0
58646,0.00015599887
58647,0.11242165
58648,0.0002075458
58649,0.036106672
58650,0.99834204
58651,1.8655679e-05
58652,0.00014523926
58653,0.03171596
58654,5.3677737e-05
58655,0.0076926327
58656,0.036482565
58657,0.00034884366
58658,0.0017549385
58659,0.00040462453
58660,0.004619836
58661,0.000118271906
58662,4.0615673e-06
58663,0.0008906585
58664,0.0006499051
58665,0.0020437038
58666,0.00040364254
58667,3.8560547e-06
58668,0.0002903097
58669,1.3566526e-05
58670,7.0755397e-07
58671,0.001335312
58672,2.3352436e-06
58673,0.9980641
58674,6.5682584e-06
58675,0.00011254007
58676,0.29361454
58677,0.00156141
58678,4.9781356e-06
58679,0.059615314
58680,0.99207824
58681,5.4905497e-05
58682,4.6544355e-06
58683,0.000929928
58684,0.0005755904
58685,0.011738526
58686,0.003529568
58687,0.64112073
58688,1.6363436e-05
58689,0.6538615
58690,2.9583528e-06
58691,2.4783665e-05
58692,0.00028129987
58693,5.0137314e-06
58694,0.0008320699
58695,0.9929991
58696,0.0010767827
58697,0.0029747132
58698,0.00047253948
58699,0.00047777986
58700,1.5519783e-05
58701,0.00044348426
58702,0.0003721054
58703,0.0051615946
58704,0.010037045
58705,0.143497
58706,0.0001262117
58707,5.4334007e-05
58708,0.0005907039
58709,0.9989073
58710,0.00045697257
58711,0.99909854
58712,0.0047336165
58713,2.2619016e-08
58714,0.0015626238
58715,9.619887e-05
58716,0.0028653818
58717,0.0003274563
58718,0.05288603
58719,1.6330824e-07
58720,5.990101e-06
58721,0.04967092
58722,0.025442192
58723,0.00026301955
58724,0.0004707946
58725,0.00020522985
58726,0.0001529116
58727,0.8916117
58728,0.00966258
58729,3.889104e-05
58730,0.00042842483
58731,0.0005074188
58732,0.0016956843
58733,3.231631e-07
58734,0.00010892391
58735,0.00054982124
58736,0.020168588
58737,0.00039755975
58738,0.97589636
58739,0.015186452
58740,0.99827754
58741,0.004034225
58742,3.0058089e-05
58743,0.0002672875
58744,0.0008075389
58745,0.0003074733
58746,0.0019442249
58747,9.129089e-06
58748,0.00010870113
58749,7.552274e-05
58750,0.0031861584
58751,0.040075786
58752,0.9781571
58753,4.598179e-06
58754,0.017477175
58755,0.011564275
58756,5.0093207e-05
58757,1.2935133e-05
58758,0.00015795715
58759,5.189185e-07
58760,1.8350258e-05
58761,0.00037863074
58762,1.7519257e-06
58763,0.99997485
58764,2.9339267e-07
58765,0.00021855858
58766,0.0005693844
58767,0.0030365705
58768,0.9974026
58769,0.00018968488
58770,0.02584511
58771,0.022306576
58772,0.0007200777
58773,0.0028210848
58774,0.00028880875
58775,0.9801824
58776,0.14075953
58777,0.00050648063
58778,0.00014777447
58779,0.0017901609
58780,0.00019871554
58781,0.0023788272
58782,0.0004096112
58783,0.0152397305
58784,0.0003723148
58785,2.1075332e-06
58786,0.0010078629
58787,0.07199762
58788,0.019782828
58789,0.00033452825
58790,0.0014069572
58791,0.0041548247
58792,1.5726375e-06
58793,0.0006254275
58794,0.00010749993
58795,0.0016832061
58796,0.0019195188
58797,0.0007711679
58798,0.0065962574
58799,0.9469345
58800,0.0018262602
58801,3.7964954e-05
58802,0.85746086
58803,0.0018101421
58804,0.40634826
58805,0.99936384
58806,0.023606196
58807,7.3622985e-05
58808,7.5512216e-06
58809,0.99975425
58810,0.9999244
58811,0.00016845058
58812,0.0075753806
58813,0.00052808487
58814,5.4258675e-05
58815,7.2273084e-05
58816,0.00046475104
58817,1.16414654e-07
58818,0.002779032
58819,0.000945448
58820,3.4500517e-06
58821,0.000872989
58822,2.5179754e-05
58823,0.03183908
58824,0.0032987373
58825,1.2082182e-05
58826,0.0014996371
58827,0.004714488
58828,5.9284932e-05
58829,0.0012787802
58830,0.000686259
58831,0.0024523153
58832,0.005764875
58833,1.4031741e-06
58834,0.00021111743
58835,0.9988526
58836,0.004476273
58837,0.018393107
58838,0.00011697645
58839,1.1927309e-05
58840,0.0002891355
58841,0.9998233
58842,1.2906079e-05
58843,0.0006052943
58844,0.0058713253
58845,0.0004777382
58846,9.37571e-07
58847,0.9996635
58848,0.006513195
58849,0.16027802
58850,0.0009682652
58851,0.0064205453
58852,0.09381697
58853,0.0028133646
58854,0.9999846
58855,0.009664354
58856,1.1348676e-05
58857,0.0013104143
58858,0.0055622025
58859,0.0009271411
58860,8.8416586e-05
58861,0.00071649184
58862,0.04175178
58863,0.004652126
58864,0.0025476436
58865,0.44614935
58866,0.00019429244
58867,9.900438e-07
58868,0.0005292434
58869,1.9273355e-05
58870,0.48450583
58871,7.688115e-06
58872,0.00014469905
58873,0.0005631982
58874,0.9998149
58875,0.00069120975
58876,0.000104876264
58877,2.2346374e-08
58878,0.00010039202
58879,0.00013752356
58880,0.00075811107
58881,0.00045956278
58882,8.2239234e-07
58883,0.05763763
58884,0.07107787
58885,0.0057190894
58886,0.00014322501
58887,0.99642307
58888,0.0002492223
58889,0.99972075
58890,0.033889733
58891,0.15861355
58892,0.007298735
58893,0.00018542208
58894,0.00087968534
58895,9.712182e-06
58896,2.3371678e-05
58897,0.008091005
58898,0.14170341
58899,0.9433987
58900,0.0005722708
58901,0.0791021
58902,0.035352107
58903,0.00020898569
58904,0.03037059
58905,1.209679e-05
58906,0.006132373
58907,0.005024859
58908,1.6127426e-05
58909,0.0027613093
58910,7.623555e-07
58911,0.00011359148
58912,3.717536e-05
58913,0.0014079885
58914,0.00011688723
58915,0.001575353
58916,8.15516e-05
58917,0.010596933
58918,0.00024602987
58919,0.0002644778
58920,0.025615769
58921,2.0828944e-05
58922,0.0012110791
58923,2.874939e-05
58924,0.00014999465
58925,0.0009929253
58926,3.583535e-05
58927,0.007124349
58928,0.00495342
58929,1.1556427e-06
58930,0.00114221
58931,0.99793977
58932,0.99979216
58933,0.01097794
58934,0.0004990812
58935,0.00027437042
58936,0.0033274572
58937,0.0005251127
58938,0.006572647
58939,3.2281885e-05
58940,0.00043447182
58941,0.9983164
58942,0.9989894
58943,8.967892e-05
58944,0.0047345827
58945,0.0025243198
58946,0.0029742154
58947,0.00036260375
58948,0.0003558835
58949,2.558563e-06
58950,0.032079734
58951,0.0031464312
58952,3.6082318e-05
58953,0.00017704777
58954,0.9324088
58955,0.019953892
58956,6.802228e-06
58957,0.9986512
58958,0.9993254
58959,4.3439522e-06
58960,0.0006417531
58961,1.2443792e-05
58962,0.16018105
58963,0.03983007
58964,0.0020735916
58965,0.0013382261
58966,0.0010763427
58967,2.4253128e-05
58968,0.00021887221
58969,0.08793595
58970,2.4485758e-05
58971,0.014497284
58972,0.012218995
58973,0.99477744
58974,0.00022868977
58975,0.002344198
58976,0.002593818
58977,0.000353204
58978,0.0001549707
58979,6.567304e-05
58980,0.00012669439
58981,7.2427342e-06
58982,4.9288083e-05
58983,1.611783e-05
58984,0.00049910095
58985,7.0603664e-07
58986,0.9997148
58987,8.5374495e-06
58988,0.002190488
58989,0.010137966
58990,0.00020399119
58991,0.00019990785
58992,8.4536194e-05
58993,0.00010868227
58994,0.00024296237
58995,1.0
58996,0.027395412
58997,0.9999261
58998,7.4351556e-07
58999,0.001424524
59000,0.0068742973
59001,0.0023930308
59002,0.0026592568
59003,0.017739488
59004,0.01773756
59005,0.0004121182
59006,0.0005270605
59007,0.00022904502
59008,0.99984205
59009,0.00031452795
59010,8.478824e-05
59011,6.390859e-07
59012,7.292176e-05
59013,6.7650726e-05
59014,0.00083291315
59015,0.005810075
59016,0.00019303603
59017,9.4516865e-05
59018,0.0013222988
59019,2.654891e-05
59020,0.00012297851
59021,0.00012614373
59022,0.002011909
59023,0.99959093
59024,0.00034737558
59025,0.9984981
59026,0.0009802628
59027,0.000103586564
59028,0.0035406807
59029,0.0017220072
59030,0.0005293425
59031,0.004785808
59032,0.11229382
59033,0.042848255
59034,0.004974664
59035,8.648314e-05
59036,0.004575664
59037,0.009749307
59038,0.0002907318
59039,0.00089966453
59040,0.00065743906
59041,0.000115615985
59042,0.09286778
59043,0.99979883
59044,1.9488198e-05
59045,0.00087145605
59046,0.021832902
59047,0.005093075
59048,0.0006066311
59049,0.0005571563
59050,3.289914e-05
59051,0.008607238
59052,2.3849863e-05
59053,8.232499e-05
59054,0.0030490595
59055,0.0009083876
59056,8.729879e-06
59057,0.9995859
59058,6.4545434e-06
59059,0.00097010774
59060,2.3051622e-05
59061,7.157105e-05
59062,0.0014151293
59063,1.4505276e-05
59064,0.00021666444
59065,8.263687e-06
59066,0.009611504
59067,3.56241e-06
59068,0.00012524062
59069,0.00038909595
59070,5.4086333e-05
59071,0.0036524832
59072,0.0008982898
59073,0.9974989
59074,0.00051810447
59075,0.0074921674
59076,0.0009236126
59077,0.99999857
59078,0.29309222
59079,3.3323584e-05
59080,0.00027919014
59081,0.0001638858
59082,0.003250269
59083,1.1125747e-05
59084,2.9771127e-07
59085,0.0002710985
59086,0.0038413212
59087,0.0047746063
59088,0.0033974191
59089,0.009264879
59090,0.0275098
59091,1.0071358e-06
